id,host_id,neighbourhood_group,latitude,longitude,room_type,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_year,last_review_month,last_review_day,last_review_dayofyear,last_review_dayofweek
3764540,3022504,Brooklyn,40.7151,-73.95422,Entire home/apt,4,46,0.89,1,32,2019,6,18,169,3
16298489,47675184,Brooklyn,40.69201,-73.9475,Private room,1,7,0.22,1,0,2017,1,12,12,5
21437509,13081524,Brooklyn,40.71226,-73.93949,Private room,2,48,2.3,1,13,2019,6,29,180,7
845417,3891436,Manhattan,40.71312,-73.99033,Entire home/apt,6,23,0.3,1,0,2019,5,20,140,2
34315546,50597569,Manhattan,40.76215,-73.99589,Private room,2,7,3.39,1,1,2019,6,22,173,7
17842111,122044895,Bronx,40.8781,-73.89998,Entire home/apt,3,116,4.35,2,86,2019,6,22,173,7
2683387,11837926,Manhattan,40.76419,-73.98018,Private room,7,49,0.82,3,296,2019,6,13,164,5
13710241,6110471,Manhattan,40.801,-73.95833,Private room,1,23,1,1,146,2019,6,9,160,1
25281618,117341696,Brooklyn,40.71477,-73.96145,Entire home/apt,2,24,1.83,1,0,2019,6,2,153,1
1914630,342599,Brooklyn,40.69309,-73.95921,Private room,3,15,0.22,1,0,2018,8,16,228,5
33827823,49523787,Manhattan,40.8273,-73.94952,Private room,2,4,1.94,2,76,2019,6,2,153,1
27941636,211069875,Brooklyn,40.6428,-73.99297,Private room,1,0,0.39,1,0,2019,5,1,153,2
13446580,50477855,Brooklyn,40.66378,-73.98621,Entire home/apt,5,2,0.05,1,0,2016,10,10,284,2
10899004,836911,Brooklyn,40.65627,-73.97955,Entire home/apt,7,0,0.03,3,0,2016,10,5,5,1
5013556,1387175,Brooklyn,40.67279,-73.96033,Entire home/apt,7,56,1.05,1,44,2019,6,14,165,6
1781786,9352452,Manhattan,40.80395,-73.95519,Entire home/apt,3,50,0.74,1,152,2019,5,7,127,3
21023888,6378149,Brooklyn,40.69835,-73.91644,Private room,2,57,2.68,3,18,2019,6,23,174,1
23612962,15798930,Manhattan,40.70438,-74.00856,Entire home/apt,7,5,0.32,1,0,2018,7,8,189,1
14551515,80771146,Brooklyn,40.696,-73.92964,Private room,3,0,0.03,1,0,2016,7,2,2,1
4624657,23952819,Brooklyn,40.68589,-73.93286,Entire home/apt,1,1,0.02,2,362,2015,8,30,242,1
8951763,31752474,Brooklyn,40.66141,-73.9615,Entire home/apt,45,1,0.03,2,0,2016,9,1,245,5
21009737,2506798,Manhattan,40.7315,-73.99393,Entire home/apt,30,0,0.11,1,90,2018,10,21,311,3
18857875,131383679,Manhattan,40.78663,-73.97844,Private room,1,14,0.55,1,24,2018,7,27,208,6
2111172,8337801,Brooklyn,40.71872,-73.95496,Private room,10,72,1.07,1,42,2018,12,30,364,1
33831129,8860345,Brooklyn,40.71339,-73.96112,Entire home/apt,2,3,1.14,1,4,2019,6,17,168,2
34320238,224317184,Manhattan,40.86234,-73.92705,Private room,3,0,0.52,8,255,2019,5,24,129,6
16381746,17691352,Manhattan,40.70618,-74.00385,Private room,15,3,0.1,1,0,2017,10,7,280,7
13126582,73069526,Manhattan,40.7655,-73.98682,Entire home/apt,7,52,1.4,1,0,2018,9,4,247,3
2075471,10607636,Brooklyn,40.73397,-73.95442,Private room,4,4,0.06,1,0,2014,5,20,140,3
19672894,70506872,Brooklyn,40.69935,-73.93872,Private room,1,3,0.13,2,0,2017,7,27,208,5
27606109,22011768,Brooklyn,40.69178,-73.9486,Private room,2,34,3.29,1,9,2019,5,27,147,2
3895455,157795,Brooklyn,40.67658,-73.94683,Private room,4,4,0.11,2,0,2018,7,17,198,3
9590866,49641082,Manhattan,40.81872,-73.94491,Private room,1,0,0.02,1,0,2016,3,25,89,3
21967654,81379480,Manhattan,40.72317,-73.99084,Private room,14,0,0.04,1,0,2017,7,30,364,1
30937740,219517861,Manhattan,40.74896,-73.97472,Entire home/apt,2,5,0.91,327,111,2019,6,19,170,4
30187331,52599987,Queens,40.77568,-73.90303,Private room,1,2,0.27,1,0,2018,12,9,343,1
13435285,3191545,Manhattan,40.75892,-73.99146,Entire home/apt,30,2,0.06,23,213,2017,5,21,141,1
23078073,171352111,Manhattan,40.73718,-73.99851,Entire home/apt,1,1,0.06,1,0,2018,2,6,37,3
21274330,19424541,Manhattan,40.76709,-73.96422,Entire home/apt,4,2,0.31,2,24,2019,4,23,113,3
11656367,61851697,Brooklyn,40.69207,-73.94321,Entire home/apt,3,0,0.04,1,273,2016,7,31,268,1
1614964,8783166,Queens,40.76752,-73.9273,Private room,3,12,0.17,2,365,2019,5,21,141,3
34152598,34269923,Brooklyn,40.69718,-73.91165,Private room,1,7,4.77,1,0,2019,7,1,182,2
7610785,39915290,Manhattan,40.81095,-73.95296,Entire home/apt,3,90,1.96,2,304,2019,6,9,160,1
15872277,37712463,Manhattan,40.73267,-73.98259,Private room,3,1,0.03,1,0,2016,11,29,334,3
26784754,201403610,Brooklyn,40.63986,-74.01064,Private room,2,10,0.92,5,232,2019,5,28,148,3
29704596,95642648,Manhattan,40.72036,-73.98883,Shared room,3,9,1.32,2,0,2019,6,26,177,4
14366054,5120169,Brooklyn,40.68172,-73.95118,Private room,2,8,0.23,2,0,2017,11,12,316,1
12093494,62031986,Manhattan,40.75237,-73.98769,Entire home/apt,1,246,6.38,1,323,2019,6,21,172,6
35539920,263504959,Queens,40.69158,-73.86578,Private room,1,6,6,8,273,2019,7,6,187,7
20870201,49700889,Brooklyn,40.68071,-73.91873,Entire home/apt,1,15,0.69,1,0,2017,12,18,352,2
8423666,44361695,Queens,40.73351,-73.71299,Private room,2,39,0.85,1,222,2019,5,29,149,4
14706784,26538766,Brooklyn,40.6681,-73.97726,Shared room,1,46,1.38,2,0,2018,2,3,34,7
26988903,1459377,Brooklyn,40.71998,-73.94216,Entire home/apt,3,3,0.26,1,0,2018,9,21,264,6
19634067,13785996,Brooklyn,40.70857,-73.96618,Private room,3,1,0.06,1,0,2018,2,14,45,4
17043468,110335252,Manhattan,40.77428,-73.95363,Private room,4,0,0.49,1,0,2019,4,29,119,3
8930935,4824082,Brooklyn,40.68112,-73.94409,Entire home/apt,1,0,0.03,1,0,2016,11,4,225,6
22327622,25188010,Brooklyn,40.68556,-73.95417,Private room,3,15,0.81,1,66,2019,7,1,182,2
29801113,194377255,Queens,40.76299,-73.86976,Private room,1,22,4.26,4,349,2019,7,5,186,6
29135797,219558480,Manhattan,40.72876,-73.98655,Entire home/apt,7,4,0.47,1,56,2019,1,3,3,5
1283453,4365496,Brooklyn,40.70794,-73.96077,Private room,2,9,0.37,2,0,2018,1,2,2,3
27112835,10476100,Manhattan,40.73916,-73.99471,Entire home/apt,14,1,0.15,1,16,2018,12,20,354,5
26717562,102763548,Manhattan,40.7433,-74.00119,Entire home/apt,5,0,0.77,1,46,2019,5,30,181,5
8014087,38857566,Manhattan,40.74042,-73.99714,Private room,1,2,0.04,1,0,2018,1,1,1,2
12740226,3038856,Brooklyn,40.71403,-73.96171,Private room,1,9,0.24,3,0,2018,5,28,148,2
24893756,16308032,Queens,40.75891,-73.87819,Entire home/apt,1,59,4.18,1,150,2019,6,3,154,2
22336218,108150300,Brooklyn,40.7257,-73.95553,Private room,1,5,0.27,2,163,2019,6,24,175,2
29518497,222288328,Brooklyn,40.697,-73.94543,Private room,2,10,1.44,2,311,2019,6,5,156,4
12356709,52656626,Manhattan,40.79772,-73.9626,Entire home/apt,3,11,0.32,1,0,2017,8,17,229,5
14071193,9111954,Manhattan,40.72191,-73.98141,Entire home/apt,2,69,5.27,1,39,2019,7,1,182,2
27046708,203504228,Manhattan,40.72367,-73.99868,Entire home/apt,4,21,2.26,1,125,2019,6,23,174,1
755703,3977693,Brooklyn,40.70118,-73.92826,Private room,3,10,0.15,1,0,2015,10,27,300,3
2865117,3543836,Brooklyn,40.66977,-73.98305,Entire home/apt,29,5,0.08,1,59,2017,8,31,243,5
15114265,82143608,Manhattan,40.78762,-73.94303,Private room,1,78,2.33,2,74,2019,7,2,183,3
3143838,7784911,Brooklyn,40.70724,-73.94217,Private room,3,10,0.17,2,0,2015,11,2,306,2
35337525,18826598,Brooklyn,40.71413,-73.96075,Entire home/apt,3,7,6,1,6,2019,7,6,187,7
6716066,6226676,Manhattan,40.80748,-73.94922,Entire home/apt,2,1,0.02,1,0,2015,6,24,175,4
34517384,21306,Brooklyn,40.70966,-73.95129,Private room,21,2,1.18,1,36,2019,6,1,152,7
24304881,122917817,Manhattan,40.82036,-73.95415,Entire home/apt,2,24,2.57,1,8,2019,7,4,185,5
7583507,23124921,Brooklyn,40.68973,-73.96073,Private room,2,2,0.04,1,0,2015,8,16,228,1
7651474,405908,Brooklyn,40.68248,-73.92811,Entire home/apt,2,139,2.93,1,235,2019,6,30,181,1
29152320,219347424,Brooklyn,40.66788,-73.87339,Entire home/apt,2,6,0.69,2,171,2019,4,28,118,1
9624177,623474,Brooklyn,40.70983,-73.96494,Entire home/apt,6,0,0.03,1,0,2017,2,30,207,1
30161460,224414117,Manhattan,40.75491,-73.99644,Private room,1,24,3.27,30,155,2019,6,21,172,6
36205494,60456157,Brooklyn,40.59671,-73.98741,Private room,7,0,1,1,365,2019,6,21,174,7
13659997,4411751,Manhattan,40.73786,-73.98678,Entire home/apt,90,6,0.25,1,0,2018,2,28,59,4
15301966,39054866,Brooklyn,40.71238,-73.96279,Entire home/apt,3,1,0.03,1,0,2016,10,9,283,1
35581315,163625145,Brooklyn,40.64265,-73.99138,Private room,2,1,1,3,163,2019,6,22,173,7
12553612,24225572,Brooklyn,40.71353,-73.95261,Private room,2,15,1.05,1,6,2019,6,16,167,1
17380431,1012628,Brooklyn,40.67135,-73.97759,Entire home/apt,1,0,0.1,1,0,2017,5,11,280,1
14024257,14399467,Manhattan,40.72203,-73.99498,Private room,4,6,0.18,2,0,2017,10,30,303,2
11776880,6598000,Brooklyn,40.66156,-73.94882,Entire home/apt,3,9,0.23,1,0,2017,4,15,105,7
1782079,226697,Brooklyn,40.69009,-73.95314,Private room,10,20,0.29,1,184,2019,5,20,140,2
11514862,54772069,Brooklyn,40.67634,-73.94133,Private room,30,0,0.33,1,365,2019,6,1,92,5
25488542,80926401,Manhattan,40.84501,-73.93861,Private room,2,6,0.47,1,0,2018,12,28,362,6
32503099,3104336,Brooklyn,40.70094,-73.93013,Private room,90,0,0.36,1,326,2019,4,29,17,6
29479579,6255971,Brooklyn,40.71145,-73.95534,Private room,2,7,0.83,1,326,2019,7,1,182,2
18291916,33943711,Brooklyn,40.68775,-73.95997,Entire home/apt,4,8,0.3,1,0,2017,10,15,288,1
14139651,19134246,Manhattan,40.74506,-73.97934,Entire home/apt,3,10,0.37,1,8,2019,6,15,166,7
6968737,36538690,Brooklyn,40.6648,-73.98044,Entire home/apt,4,1,0.02,1,0,2015,7,31,212,6
16706521,110686573,Manhattan,40.72999,-74.00475,Entire home/apt,5,9,0.39,1,0,2018,5,20,140,1
29231876,42153340,Brooklyn,40.72291,-73.9487,Entire home/apt,2,38,4.44,2,211,2019,6,30,181,1
21879516,5945683,Manhattan,40.76384,-73.96355,Entire home/apt,4,3,0.19,1,3,2018,10,25,298,5
35416674,252886317,Manhattan,40.75962,-73.98512,Entire home/apt,3,4,4,1,167,2019,7,2,183,3
31413351,33614329,Brooklyn,40.69684,-73.9307,Entire home/apt,1,36,6.1,4,210,2019,7,3,184,4
26602421,200007278,Manhattan,40.75274,-73.99647,Entire home/apt,3,4,0.33,1,0,2019,2,10,41,1
16443158,107836752,Manhattan,40.76115,-73.99597,Entire home/apt,4,0,0.02,1,0,2017,1,30,282,4
28565170,48303314,Queens,40.74909,-73.90915,Private room,2,21,2.23,1,16,2019,7,2,183,3
18563383,50916440,Manhattan,40.7652,-73.99197,Private room,7,0,0.04,1,0,2017,5,3,3,6
34388788,257999371,Manhattan,40.76193,-73.95895,Entire home/apt,5,9,4.66,1,164,2019,7,1,182,2
22981126,170387293,Brooklyn,40.6654,-73.93653,Private room,1,0,0.16,1,0,2018,2,30,203,1
30208046,169490939,Queens,40.76635,-73.9205,Private room,3,2,0.71,2,208,2019,4,16,106,3
35465579,194804585,Queens,40.75268,-73.88595,Private room,1,4,4,2,308,2019,6,27,178,5
140425,683975,Brooklyn,40.6755,-73.95878,Private room,2,115,1.18,1,0,2017,5,25,145,5
24305252,106460468,Bronx,40.87997,-73.90035,Private room,3,54,3.69,4,64,2019,6,19,170,4
30388333,107434423,Manhattan,40.79094,-73.97235,Entire home/apt,30,0,0.24,232,279,2019,5,29,151,7
3046941,1475015,Manhattan,40.74462,-73.97488,Entire home/apt,30,6,0.11,52,311,2017,6,30,181,6
6705558,16462666,Brooklyn,40.71506,-73.96182,Private room,2,1,0.03,3,0,2017,2,15,46,4
28368404,125320407,Queens,40.70507,-73.80424,Private room,1,1,0.11,5,364,2018,10,7,280,1
24700123,45416627,Queens,40.76956,-73.9243,Private room,1,48,3.47,9,351,2019,6,16,167,1
24358122,30075148,Brooklyn,40.70695,-73.94524,Private room,7,1,0.07,1,0,2018,4,27,117,6
12731689,1911171,Manhattan,40.7421,-73.98319,Entire home/apt,4,59,1.56,1,37,2019,6,17,168,2
31142239,232749708,Brooklyn,40.65546,-73.92031,Entire home/apt,2,12,1.95,1,352,2019,4,14,104,1
728498,3779334,Manhattan,40.80517,-73.95404,Private room,1,135,1.67,1,365,2019,6,22,173,7
19250742,58782992,Manhattan,40.82287,-73.94509,Entire home/apt,31,96,3.93,2,186,2019,5,25,145,7
25805051,51535263,Brooklyn,40.69966,-73.93883,Entire home/apt,1,8,0.73,1,0,2019,3,23,82,7
10801474,55908144,Manhattan,40.81389,-73.95205,Private room,7,6,0.15,1,0,2016,8,11,224,5
21906858,1033792,Brooklyn,40.67835,-73.98209,Entire home/apt,5,2,0.11,1,0,2018,11,26,330,2
29081547,158407820,Queens,40.75368,-73.90216,Private room,2,33,3.67,5,157,2019,6,19,170,4
4424511,3641595,Brooklyn,40.67099,-73.98791,Entire home/apt,1,323,5.81,1,211,2019,6,22,173,7
35287395,258589420,Queens,40.68936,-73.83357,Shared room,1,4,4,7,365,2019,7,7,188,1
31980644,179661186,Brooklyn,40.59876,-73.95296,Private room,2,3,1.48,2,0,2019,7,1,182,2
25077481,2846279,Brooklyn,40.68791,-73.92256,Private room,2,61,4.38,1,92,2019,7,4,185,5
22970376,24600315,Queens,40.74355,-73.92557,Private room,1,0,0.61,1,0,2018,12,3,124,1
26775656,10457486,Brooklyn,40.69808,-73.92417,Private room,1,17,1.63,1,106,2019,6,11,162,3
13246042,278393,Brooklyn,40.69798,-73.92462,Private room,1,132,3.59,3,74,2019,6,19,170,4
29283100,606154,Manhattan,40.73386,-73.98307,Private room,6,0,1,2,0,2019,3,1,182,3
20135558,143186772,Queens,40.69499,-73.7991,Entire home/apt,2,95,4.19,1,117,2019,6,27,178,5
33580893,248122395,Manhattan,40.73571,-73.99694,Private room,1,0,1,2,353,2019,7,1,152,3
15899421,103128664,Manhattan,40.77409,-73.98031,Private room,7,71,2.21,1,171,2019,7,7,188,1
628227,3120156,Manhattan,40.7592,-73.99133,Entire home/apt,4,57,0.69,1,0,2019,5,24,144,6
27027786,203357182,Manhattan,40.72769,-73.98498,Private room,1,3,2.09,1,27,2019,6,22,173,7
6140695,1613244,Manhattan,40.72003,-73.98901,Entire home/apt,30,12,0.24,9,227,2017,10,6,279,6
36420289,73211393,Queens,40.75508,-73.93258,Entire home/apt,2,0,1,1,364,2019,7,7,182,1
11186765,58234433,Queens,40.7359,-73.91912,Private room,1,52,1.27,8,250,2019,6,16,167,1
35461960,230192510,Brooklyn,40.69633,-73.97361,Private room,30,0,1,25,334,2019,6,18,120,6
19933967,120762452,Manhattan,40.74948,-73.97685,Entire home/apt,30,0,0.25,50,365,2019,3,7,15,1
978615,5369117,Queens,40.76291,-73.91871,Private room,2,183,2.45,2,326,2019,6,15,166,7
3323189,16777963,Manhattan,40.71556,-73.99234,Entire home/apt,2,85,1.52,1,331,2019,6,30,181,1
29964495,4980714,Brooklyn,40.66006,-73.99161,Entire home/apt,4,1,0.16,1,0,2019,1,1,1,3
18228187,123580100,Queens,40.76417,-73.83008,Private room,1,94,3.48,2,62,2019,6,17,168,2
10034493,10970798,Brooklyn,40.68851,-73.95599,Private room,14,0,0.03,1,0,2016,8,1,184,3
9148875,3201337,Manhattan,40.79779,-73.93648,Entire home/apt,3,90,2.11,2,37,2019,6,25,176,3
17809303,1495021,Queens,40.7381,-73.91893,Private room,31,0,0.22,2,95,2019,1,14,171,3
9735503,166014,Queens,40.77066,-73.92181,Entire home/apt,7,2,0.05,1,0,2016,8,6,219,7
22088276,31880119,Manhattan,40.72382,-73.99541,Entire home/apt,2,9,0.47,1,0,2018,8,26,238,1
13043314,6818577,Brooklyn,40.70879,-73.95235,Private room,30,1,0.03,1,0,2016,9,24,268,7
6892731,36119026,Brooklyn,40.58804,-73.95674,Entire home/apt,2,15,0.4,1,334,2019,6,23,174,1
13892036,9208421,Manhattan,40.7209,-73.98822,Private room,1,120,3.37,2,29,2019,6,23,174,1
13979694,82367658,Queens,40.69054,-73.82185,Private room,3,19,0.55,5,278,2019,6,17,168,2
32406935,131476075,Brooklyn,40.68757,-73.91183,Entire home/apt,1,11,2.56,8,177,2019,6,30,181,1
6103273,4562182,Manhattan,40.811279999999996,-73.94647,Entire home/apt,30,104,2.07,4,249,2019,6,30,181,1
12303,47618,Brooklyn,40.69673,-73.97584,Private room,7,25,0.23,1,311,2018,9,30,273,1
9325951,33377685,Manhattan,40.76436,-73.98573,Entire home/apt,4,1,0.02,1,0,2016,1,5,5,3
8741489,45857976,Manhattan,40.818600000000004,-73.94413,Entire home/apt,2,24,0.53,1,39,2019,6,29,180,7
24835343,52991771,Brooklyn,40.69489,-73.98322,Entire home/apt,4,27,1.95,1,57,2019,6,21,172,6
33154669,90131587,Queens,40.73716,-73.87957,Entire home/apt,2,3,1.15,1,0,2019,5,26,146,1
7133306,37362312,Brooklyn,40.69464,-73.93369,Private room,2,0,0.02,2,19,2015,10,8,242,2
6196265,10618197,Queens,40.7802,-73.90913,Entire home/apt,7,1,0.02,1,0,2015,7,2,183,5
4216435,1361993,Bronx,40.88399,-73.89502,Entire home/apt,2,0,0.2,1,0,2019,4,30,150,3
10233244,11554193,Brooklyn,40.66671,-73.94981,Private room,5,16,0.4,2,38,2018,9,27,270,5
21056691,79105834,Queens,40.7558,-73.93399,Private room,1,62,2.87,9,279,2019,6,23,174,1
31070935,232112395,Brooklyn,40.67686,-73.93159,Private room,14,0,1,1,30,2019,6,29,150,7
13288854,15798864,Brooklyn,40.69646,-73.96059,Private room,4,6,0.16,1,0,2018,1,4,4,5
8410347,44303500,Manhattan,40.8484,-73.93972,Private room,2,1,0.16,2,0,2019,1,2,2,4
19428575,134871099,Manhattan,40.77009,-73.9427,Entire home/apt,2,52,2.1,1,0,2019,6,23,174,1
11778761,13750728,Bronx,40.81778,-73.90858,Private room,2,63,1.68,4,336,2019,6,24,175,2
12989767,16436459,Manhattan,40.74583,-74.00451,Entire home/apt,4,30,0.82,1,48,2019,7,1,182,2
29103450,59204717,Brooklyn,40.69156,-73.95307,Private room,2,3,0.35,1,0,2019,1,2,2,4
21123576,46019665,Brooklyn,40.68444,-73.95156,Private room,3,1,0.05,1,0,2017,10,17,290,3
34227232,140630987,Queens,40.76089,-73.8142,Private room,1,7,3.18,6,326,2019,7,7,188,1
15470951,99274925,Brooklyn,40.6179,-74.03282,Shared room,1,24,0.78,1,89,2019,6,28,179,6
9786769,50445531,Manhattan,40.79827,-73.97321,Private room,1,0,0.02,1,0,2016,1,25,360,4
14180414,85898729,Manhattan,40.73178,-73.98613,Private room,3,12,0.34,1,0,2018,3,18,77,1
34442975,237729032,Brooklyn,40.68603,-73.8782,Private room,1,1,1,2,340,2019,6,10,161,2
12847429,61391963,Manhattan,40.76014,-73.99039,Entire home/apt,30,6,0.32,91,126,2019,5,31,151,6
8844402,45232769,Queens,40.76628,-73.91761,Private room,2,94,2.08,3,35,2019,7,7,188,1
13733766,32357613,Brooklyn,40.68742,-73.92212,Private room,1,4,0.15,3,0,2018,5,13,133,1
346248,1755339,Manhattan,40.72886,-74.00013,Private room,3,7,0.09,1,0,2015,5,31,151,1
13251558,74534871,Manhattan,40.82158,-73.93824,Private room,1,0,0.02,1,0,2016,6,24,16,7
6559926,26270573,Manhattan,40.77205,-73.95339,Entire home/apt,5,82,1.87,2,158,2019,6,8,159,7
35409565,256544529,Brooklyn,40.68722,-73.91962,Entire home/apt,1,3,3,3,312,2019,7,7,188,1
35876236,269233466,Manhattan,40.72936,-73.98298,Entire home/apt,3,2,2,1,336,2019,7,7,188,1
3551778,1439449,Brooklyn,40.66308,-73.98309,Entire home/apt,30,4,0.07,1,220,2016,5,19,140,5
33168966,168565806,Manhattan,40.71171,-73.99077,Entire home/apt,30,1,0.68,2,46,2019,5,26,146,1
31583242,236745428,Brooklyn,40.64003,-73.955,Entire home/apt,2,9,1.79,1,0,2019,6,17,168,2
32475687,230205171,Bronx,40.84321,-73.83129,Entire home/apt,2,22,4.93,1,3,2019,7,5,186,6
17900681,8748472,Manhattan,40.79806,-73.96085,Private room,2,5,0.18,1,0,2017,5,1,121,2
3394044,10657357,Manhattan,40.83367,-73.94298,Private room,3,18,0.29,4,270,2019,5,4,124,7
7460748,1910452,Brooklyn,40.70608,-73.9433,Private room,2,0,0.02,2,0,2015,9,4,4,3
9170129,46973966,Manhattan,40.79939,-73.9547,Entire home/apt,7,107,2.4,2,249,2019,6,23,174,1
4016791,20827756,Manhattan,40.84787,-73.93306,Private room,2,10,0.2,1,0,2017,10,1,274,1
10985169,825856,Brooklyn,40.68389,-73.92128,Entire home/apt,2,2,0.05,1,0,2016,12,30,365,6
7148121,4036685,Queens,40.75873,-73.76244,Private room,1,3,0.06,2,322,2018,9,7,250,6
23054855,7216788,Brooklyn,40.71563,-73.9398,Entire home/apt,2,18,1.07,1,36,2019,6,23,174,1
31315479,42037177,Manhattan,40.75494,-73.96437,Private room,3,2,0.33,1,365,2019,2,3,34,1
21472364,92183983,Brooklyn,40.72865,-73.95937,Entire home/apt,5,17,0.83,1,0,2019,5,23,143,5
735677,3771963,Manhattan,40.72849,-73.98041,Entire home/apt,2,111,4.44,1,28,2019,7,6,187,7
